ASX Code,Company Name,Sub-Industry
RB6O,Rubix Resources Limited $0.20 Option Expiring 16-Jun-2025,Integrated  Mining
RAS,Ragusa Minerals Ltd Ordinary,Gold
RBD,Restaurant Brands New Zealand Limited Ordinary Foreign Exempt NZX,Restaurants & Bars
RBR,RBR Group Limited Ordinary,Professional & Business Education
RBTZ,BetaShares Global Robotics and Artificial Intelligence ETF,N/A
RBX,Resource Base Limited Ordinary,Integrated  Mining
RC1,Redcastle Resources Limited Ordinary,Integrated  Mining
RC1O,Redcastle Resources Limited $0.03 Option Expiring 08-Sep-2025,Integrated  Mining
RCAP,Resolution Cap Global Property Sec (Managed Fund) ETF,N/A
RCB,Russell Investments Australian Select Corporate Bond ETF,N/A
RCE,Recce Pharmaceuticals Ltd Ordinary,Pharmaceuticals
RCR,Rincon Resources Limited Ordinary,Integrated  Mining
RCL,Readcloud Limited Ordinary,Software
RCT,Reef Casino Trust Units,"Real Estate Rental, Devel & Operations"
RDG,Resource Development Group Limited Ordinary,Construction & Engineering
RDM,Red Metal Limited Ordinary,Integrated  Mining
RDNOA,Raiden Resources Limited $0.01 Option Expiring 30-Nov-2024,Integrated  Mining
RDN,Raiden Resources Limited Ordinary,Integrated  Mining
RDS,Redstone Resources Limited Ordinary,Specialty Mining & Metals
RDX,Redox Limited Ordinary,Specialty Chemicals
RDV,Russell Investments High Dividend Australian Shares ETF,N/A
REA,REA Group Ltd Ordinary,Online Services
RDY,Readytech Holdings Limited Ordinary,Software
REC,Recharge Metals Limited Ordinary,Specialty Mining & Metals
RED,Red 5 Limited Ordinary,Gold
REE,Rarex Limited Ordinary,Integrated  Mining
REEO,Rarex Limited $0.07 Option Expiring 26-May-2025,Integrated  Mining
REG,Regis Healthcare Limited Ordinary,Healthcare Facilities & Services
REIT,Vaneck FTSE International Property (Hedged) ETF,N/A
REH,Reece Limited Ordinary,Construction Supplies & Fixtures
REM,Remsense Technologies Limited Ordinary,IT Services & Consulting
REMO,Remsense Technologies Limited $0.15 Option Expiring 15-Dec-2025,IT Services & Consulting
REP,RAM Essential Services Property Fund Units Stapled Securities,Diversified REITs
REX,Regional Express Holdings Limited Ordinary,Airlines
REY,REY Resources Limited Ordinary,Coal
RF1,Regal Investment Fund Ordinary Units,Investment Management & Fund Operators
RFA,Rare Foods Australia Limited Ordinary,Fishing & Farming
REZ,Resources & Energy Group Limited Ordinary,Gold
RFG,Retail Food Group Limited Ordinary,Food Processing
RFF,Rural Funds Group Units Stapled Securities,Specialized REITs
RFX,Redflow Limited Ordinary,Electrical Components & Equipment
RFT,Rectifier Technologies Ltd Ordinary,Heavy Electrical Equipment
RG8,Regal Asian Investments Limited Ordinary,Investment Management & Fund Operators
RGB,Russell Investments Australian Government Bond ETF,N/A
RGL,Riversgold Limited Ordinary,Gold
RGN,Region Group Units Stapled Securities,Commercial REITs
RGOS,Russell Sust Global Opportunities Complex ETF,N/A
RGT,Argent Biopharma Limited Ordinary,Pharmaceuticals
RHCPA,Ramsay Health Care Limited Trans Pref 6-Bbsw+ 4.85% Perp SUB Red T-10-10,Healthcare Facilities & Services
RHC,Ramsay Health Care Limited Ordinary,Healthcare Facilities & Services
RHI,Red Hill Minerals Limited Ordinary,Steel
RHK,Red Hawk Mining Limited Ordinary,Steel
RHT,Resonance Health Limited Ordinary,Advanced Medical Equipment & Technology
RHYO,Rhythm Biosciences Limited $0.20 Option Expiring 31-Mar-2026,Biotechnology & Medical Research
RHY,Rhythm Biosciences Limited Ordinary,Biotechnology & Medical Research
RIE,Riedel Resources Limited Ordinary,Integrated  Mining
RIC,Ridley Corporation Limited Ordinary,Fishing & Farming
RIL,Redivium Limited Ordinary,Environmental Services & Equipment
RIM,Rimfire Pacific Mining Limited Ordinary,Precious Metals & Minerals
RINC,BetaShares Mrtn Currie RL Inc Fund (Managed Fund) ETF,N/A
RIO,Rio Tinto Limited Ordinary,Integrated  Mining
RKN,Reckon Limited Ordinary,Software
RKT,Rocketdna Ltd. Ordinary,Aerospace & Defense
RLF,RLF Agtech Ltd Ordinary,Agricultural Chemicals
RLC,Reedy Lagoon Corporation Limited Ordinary,Integrated  Mining
RLG,Roolife Group Ltd Ordinary,Software
RLT,Renergen Limited CDI 1:1,Oil & Gas Exploration and Production
RMC,Resimac Group Ltd Ordinary,Consumer Lending
RMD,Resmed Inc CDI 10:1 Foreign Exempt NYSE,Advanced Medical Equipment & Technology
RMI,Resource Mining Corporation Limited Ordinary,Specialty Mining & Metals
RMLO,Resolution Minerals Ltd $0.01 Option Expiring 31-Jul-2025,Specialty Mining & Metals
RML,Resolution Minerals Ltd Ordinary,Specialty Mining & Metals
RMS,Ramelius Resources Limited Ordinary,Gold
RMXOK,Red Mountain Mining Limited $0.01 Option Expiring 14-Sep-2026,Gold
RMX,Red Mountain Mining Limited Ordinary,Gold
RMY,RMA Global Limited Ordinary,Online Services
RND,Rand Mining Limited Ordinary,Gold
RNE,Renu Energy Limited Ordinary,Electric Utilities
RNT,Rent.Com.AU Limited Ordinary,"Real Estate Rental, Devel & Operations"
RNTO,Rent.Com.AU Limited $0.04 Option Expiring 31-Dec-2025,"Real Estate Rental, Devel & Operations"
RNU,Renascor Resources Limited Ordinary,Specialty Mining & Metals
RNX,Renegade Exploration Limited Ordinary,Integrated  Mining
ROBO,Global X Robo Global Robotics & Automation ETF,N/A
ROC,Rocketboots Limited Ordinary,IT Services & Consulting
ROO,Roots Sustainable Agricultural Technologies Ltd CDI 1:1,Business Support Services
ROG,Red Sky Energy Limited Ordinary,Oil & Gas Exploration and Production
ROYL,BetaShares Global Royalties ETF,N/A
RPL,Regal Partners Limited Ordinary,Investment Management & Fund Operators
RON,Ronin Resources Ltd Ordinary,Coal
RPG,Raptis Group Limited Ordinary,"Real Estate Rental, Devel & Operations"
RPM,RPM Automotive Group Limited Ordinary,Personal Services
RR1DB,Reach Resources Limited $0.05 Option Expiring 20-May-2024 Deferred Settlem,Gold
RR1DE,Reach Resources Limited $0.01 Option Expiring 15-Apr-2027 Deferred Settlem,Gold
RR1DA,Reach Resources Limited Ordinary Deferred Settlement,Gold
RRR,Revolver Resources Holdings Ltd Ordinary,Specialty Mining & Metals
RRL,Regis Resources Limited Ordinary,Gold
RSG,Resolute Mining Limited Ordinary,Gold
RSH,Respiri Limited Ordinary,Advanced Medical Equipment & Technology
RSHO,Respiri Limited $0.07 Option Expiring 30-Jun-2025,Advanced Medical Equipment & Technology
RSM,Russell Investments Australian Semi-Government Bond ETF,N/A
RTG,RTG Mining Inc. CDI 1:1,Gold
RTH,RAS Technology Holdings Limited Ordinary,Software
RTR,Rumble Resources Limited Ordinary,Integrated  Mining
RUL,Rpmglobal Holdings Limited Ordinary,Software
RVS,Revasum Inc. CDI 1:1 US Person Prohibited Excluding QIB,Semiconductor Equipment & Testing
RWC,Reliance Worldwide Corporation Limited Ordinary,Construction Supplies & Fixtures
RVT,Richmond Vanadium Technology Limited Ordinary,Uranium
RWD,Reward Minerals Ltd Ordinary,Agricultural Chemicals
RWDO,Reward Minerals Ltd $0.20 Option Expiring 31-Mar-2025,Agricultural Chemicals
RXH,Rewardle Holdings Limited Ordinary,IT Services & Consulting
RWL,Rubicon Water Limited Ordinary,Water & Related Utilities
RXL,Rox Resources Limited Ordinary,Integrated  Mining
RXM,Rex Minerals Limited Ordinary,Integrated  Mining
RYD,Ryder Capital Limited Ordinary,Investment Management & Fund Operators
RZI,Raiz Invest Limited Ordinary,Software
S2R,S2 Resources Ltd Ordinary,Gold
S32,South32 Limited Ordinary,Integrated  Mining
S3GO,Firetrail S3 Global Opps Fund (Managed Fund) ETF,N/A
SAN,Sagalio Energy Limited Ordinary,Steel
S66,Star Combo Pharma Limited Ordinary,Other Specialty Retailers
SB2,Salter Brothers Emerging Companies Limited Ordinary,Investment Management & Fund Operators
SBM,St Barbara Limited Ordinary,Gold
SBW,Shekel Brainweigh Ltd Ordinary,Electronic Equipment & Parts
SBR,Sabre Resources Limited Ordinary,Specialty Mining & Metals
SCG,Scentre Group Ordinary/Units Stapled Securities,"Real Estate Rental, Devel & Operations"
SCL,Schrole Group Ltd Ordinary,Software
SCNO,Scorpion Minerals Limited $0.07 Option Expiring 01-Mar-2026,Specialty Mining & Metals
SCN,Scorpion Minerals Limited Ordinary,Specialty Mining & Metals
SCT,Scout Security Limited Ordinary,Business Support Services
SDF,Steadfast Group Limited Ordinary,Multiline Insurance & Brokers
SDI,SDI Limited Ordinary,"Medical Equipment, Supplies & Dist'n"
SDR,Siteminder Limited Ordinary,Software
SDV,Scidev Ltd Ordinary,Environmental Services & Equipment
SEC,Spheria Emerging Companies Limited Ordinary,Investment Management & Fund Operators
SEG,Sports Entertainment Group Limited Ordinary,Broadcasting
SEK,Seek Limited Ordinary,Employment Services
SEMI,Global X Semiconductor ETF,N/A
SEN,Senetas Corporation Limited Ordinary,IT Services & Consulting
SEQ,Sequoia Financial Group Ltd Ordinary,Investment Management & Fund Operators
SER,Strategic Energy Resources Limited Ordinary,Integrated  Mining
SES,Secos Group Ltd Ordinary,Commodity Chemicals
SFC,Schaffer Corporation Limited Ordinary,"Auto, Truck & Motorcycle Parts"
SFG,Seafarms Group Limited Ordinary,Fishing & Farming
SFM,Santa FE Minerals Ltd Ordinary,Integrated  Mining
SFR,Sandfire Resources Limited Ordinary,Specialty Mining & Metals
SFY,SPDR S&P/ASX 50 Fund ETF,Investment Trusts
SFX,Sheffield Resources Limited Ordinary,Construction Materials
SGA,Sarytogan Graphite Limited Ordinary,Specialty Mining & Metals
SGAO,Sarytogan Graphite Limited $0.25 Option Expiring 30-Nov-2024,Specialty Mining & Metals
SGC,Sacgasco Limited Ordinary,Oil & Gas Exploration and Production
SGF,SG Fleet Group Limited Ordinary,Business Support Services
SGI,Stealth Group Holdings Ltd Ordinary,Diversified Industrial Goods Wholesale
SGLLV,Ricegrowers Limited Class B Limited-Voting Ordinary,Food Processing
SGM,Sims Limited Ordinary,Steel
SGQO,St George Mining Limited $0.10 Option Expiring 13-Dec-2025,Integrated  Mining
SGP,Stockland Ordinary/Units Stapled Securities,"Real Estate Rental, Devel & Operations"
SGQ,St George Mining Limited Ordinary,Integrated  Mining
SGR,The Star Entertainment Group Limited Ordinary,Casinos & Gaming
SHA,Shape Australia Corporation Limited Ordinary,Construction & Engineering
SHE,Stonehorse Energy Limited Ordinary,Oil & Gas Exploration and Production
SHG,Singular Health Group Ltd Ordinary,Advanced Medical Equipment & Technology
SHJ,Shine Justice Ltd Ordinary,Personal Services
SHL,Sonic Healthcare Limited Ordinary,Healthcare Facilities & Services
SHM,Shriro Holdings Limited Ordinary,"Appliances, Tools & Housewares"
SHO,Sportshero Limited Ordinary,Software
SHN,Sunshine Metals Limited Ordinary,Integrated  Mining
SHP,South Harz Potash Ltd Ordinary,Agricultural Chemicals
SHV,Select Harvests Limited Ordinary,Food Processing
SI6,SI6 Metals Limited Ordinary,Integrated  Mining
SI6OF,SI6 Metals Limited $0.01 Option Expiring 30-Jun-2025,Integrated  Mining
SIG,Sigma Healthcare Limited Ordinary,Pharmaceuticals
SIH,Sihayo Gold Limited Ordinary,Gold
SIO,Simonds Group Limited Ordinary,Homebuilding
SIQ,Smartgroup Corporation Ltd Ordinary,Employment Services
SIS,Simble Solutions Limited Ordinary,Software
SISO,Simble Solutions Limited $0.04 Option Expiring 10-Aug-2024,Software
SIT,Site Group International Limited Ordinary,Personal Services
SIV,SIV Capital Limited Ordinary,Business Support Services
SIX,Sprintex Limited Ordinary,"Auto, Truck & Motorcycle Parts"
SKC,Skycity Entertainment Group Limited Ordinary Foreign Exempt NZX,Casinos & Gaming
SKN,Skin Elements Limited Ordinary,Personal Products
SKNOD,Skin Elements Limited $0.03 Option Expiring 31-May-2026,Personal Products
SKO,Serko Limited Ordinary Foreign Exempt NZX,IT Services & Consulting
SKUK,Hejaz Sukuk Active ETF (Managed Fund) ETF,N/A
SKS,SKS Technologies Group Limited Ordinary,Construction & Engineering
SKT,Sky Network Television Limited Ordinary,Broadcasting
SLB,Stelar Metals Limited Ordinary,Specialty Mining & Metals
SLC,Superloop Limited Ordinary,Integrated Telecommunications Services
SKY,Sky Metals Limited Ordinary,Integrated  Mining
SLH,Silk Logistics Holdings Limited Ordinary,Ground Freight & Logistics
SLF,SPDR S&P/ASX 200 Listed Property Fund ETF,Investment Trusts
SLM,Solis Minerals Ltd. CDI 1:1,Specialty Mining & Metals
SLR,Silver Lake Resources Limited Ordinary,Gold
SLS,Solstice Minerals Limited Ordinary,Gold
SLSO,Solstice Minerals Limited $0.20 Option Expiring 22-Apr-2026,Gold
SLX,Silex Systems Limited Ordinary,Semiconductors
SLZ,Sultan Resources Ltd Ordinary,Gold
SLZO,Sultan Resources Ltd $0.03 Option Expiring 12-Mar-2027,Gold
SM1,Synlait Milk Limited Ordinary Foreign Exempt NZX,Food Processing
SMI,Santana Minerals Limited Ordinary,Integrated  Mining
SMLL,BetaShares Australian Small Companies Select Fund (Managed Fund) ETF,N/A
SMN,Structural Monitoring Systems PLC CDI 1:1,Aerospace & Defense
SMP,Smartpay Holdings Limited Ordinary Foreign Exempt NZX,Business Support Services
SMS,Star Minerals Limited Ordinary,Integrated  Mining
SMSO,Star Minerals Limited $0.30 Option Expiring 15-Oct-2024,Specialty Mining & Metals
SMR,Stanmore Resources Limited Ordinary,Coal
SNAS,Global X Ultra Short Nasdaq-100 Hedge Fund ETF,N/A
SNCHA,Sandon Capital Investments Limited Bond 4.80% 10-07-26 Semi,Investment Management & Fund Operators
SNC,Sandon Capital Investments Limited Ordinary,Investment Management & Fund Operators
SND,Saunders International Limited Ordinary,Construction & Engineering
SNG,Siren Gold Limited Ordinary,Gold
SNL,Supply Network Limited Ordinary,"Auto, Truck & Motorcycle Parts"
SNS,Sensen Networks Limited Ordinary,Software
SNT,Syntara Limited Ordinary,Pharmaceuticals
SNX,Sierra Nevada Gold Inc. CDI 1:1 US Person Prohibited Excluding QIB,Gold
SOC,Soco Corporation Ltd Ordinary,Software
SNZ,Summerset Group Holdings Limited Ordinary Foreign Exempt NZX,Healthcare Facilities & Services
SOL,Washington H Soul Pattinson & Company Limited Ordinary,Holding Companies
SOM,Somnomed Limited Ordinary,"Medical Equipment, Supplies & Dist'n"
SOP,Synertec Corporation Limited Ordinary,Construction & Engineering
SOR,Strategic Elements Limited Ordinary,Investment Management & Fund Operators
SP3,Spectur Limited Ordinary,Communications & Networking
SOV,Sovereign Cloud Holdings Limited Ordinary,IT Services & Consulting
SPA,Spacetalk Ltd Ordinary,Wireless Telecommunications Services
SP8,Streamplay Studio Limited Ordinary,Software
SPD,Southern Palladium Limited Ordinary,Precious Metals & Minerals
SPK,Spark New Zealand Limited Ordinary Foreign Exempt NZX,Integrated Telecommunications Services
SPL,Starpharma Holdings Limited Ordinary,Pharmaceuticals
SPN,Sparc Technologies Limited Ordinary,Specialty Chemicals
SPQ,Superior Resources Limited Ordinary,Integrated  Mining
SPQOB,Superior Resources Limited $0.06 Option Expiring 30-Nov-2024,Integrated  Mining
SPR,Spartan Resources Limited Ordinary,Gold
SPXOA,Spenda Limited $0.02 Option Expiring 04-Aug-2025,Software
SPX,Spenda Limited Ordinary,Software
SPY,SPDR S&P 500 ETF Trust ETF,N/A
SPZ,Smart Parking Limited Ordinary,Highways & Rail Tracks
SQX,SQX Resources Limited Ordinary,Gold
SQ2,Block Inc. CDI 1:1 Foreign Exempt NYSE,Business Support Services
SRG,SRG Global Limited Ordinary,Construction & Engineering
SQXO,SQX Resources Limited $0.30 Option Expiring 10-Feb-2026,Gold
SRH,Saferoads Holdings Limited Ordinary,Business Support Supplies
SRJ,SRJ Technologies Group PLC CDI 1:1,Construction Supplies & Fixtures
SRI,Sipa Resources Limited Ordinary,Integrated  Mining
SRL,Sunrise Energy Metals Limited Ordinary,Integrated  Mining
SRK,Strike Resources Limited Ordinary,Steel
SRN,Surefire Resources NL Ordinary,Integrated  Mining
SRNOD,Surefire Resources NL $0.02 Option Expiring 30-Nov-2026,Integrated  Mining
SRR,Sarama Resources Ltd CDI 1:1,Gold
SRT,Strata Investment Holdings PLC CDI 1:1,N/A
SRV,Servcorp Limited Ordinary,"Real Estate Rental, Devel & Operations"
SRY,Story-I Limited Ordinary,Computers & Electronics Retailers
SRX,Sierra Rutile Holdings Limited Ordinary,Precious Metals & Minerals
SRZ,Stellar Resources Limited Ordinary,Specialty Mining & Metals
SSG,Shaver Shop Group Limited Ordinary,Other Specialty Retailers
SSH,SSH Group Ltd Ordinary,Business Support Services
SSL,Sietel Limited Ordinary,"Real Estate Rental, Devel & Operations"
SSLPA,Sietel Limited 5.0% Cumulative Preference,"Real Estate Rental, Devel & Operations"
SSM,Service Stream Limited Ordinary,Construction & Engineering
SSO,SPDR S&P/ASX Small Ordinaries Fund ETF,N/A
SSR,SSR Mining Inc. CDI 1:1 Foreign Exempt TSX,Gold
SST,Steamships Trading Company Limited 50 Toea Ordinary,Marine Freight & Logistics
ST1,Spirit Technology Solutions Ltd Ordinary,IT Services & Consulting
STA,Strandline Resources Limited Ordinary,Integrated  Mining
STG,Straker Limited Ordinary,Business Support Services
STKOA,Strickland Metals Limited $0.04 Option Expiring 17-May-2024,Integrated  Mining
STK,Strickland Metals Limited Ordinary,Integrated  Mining
STM,Sunstone Metals Ltd Ordinary,Integrated  Mining
STN,Saturn Metals Limited Ordinary,Gold
STO,Santos Limited Ordinary,Integrated Oil & Gas
STP,Step One Clothing Limited Ordinary,Apparel & Accessories Retailers
STX,Strike Energy Limited Ordinary,Oil & Gas Exploration and Production
STW,SPDR S&P/ASX 200 Fund ETF,Investment Trusts
SUBD,Vaneck Australian Subordinated Debt ETF,N/A
SUH,Southern Hemisphere Mining Limited Ordinary,Specialty Mining & Metals
SUM,Summit Minerals Limited Ordinary,Specialty Mining & Metals
SUL,Super Retail Group Limited Ordinary,Other Specialty Retailers
SUMO,Summit Minerals Limited $0.25 Option Expiring 30-Sep-2025,Specialty Mining & Metals
SUNPG,Suncorp Group Limited Cap Note 3-Bbsw+3.65% Perp non-CUM Red T-06-24,Property & Casualty Insurance
SUNPH,Suncorp Group Limited Cap Note 3-Bbsw+3.00% Perp non-CUM Red T-06-26,Property & Casualty Insurance
SUN,Suncorp Group Limited Ordinary,Property & Casualty Insurance
SUNPI,Suncorp Group Limited Cap Note 3-Bbsw+2.90% Perp non-CUM Red T-06-28,Property & Casualty Insurance
SUV,Suvo Strategic Minerals Limited Ordinary,Construction Materials
SVG,Savannah Goldfields Limited Ordinary,Gold
SVGO,Savannah Goldfields Limited $0.06 Option Expiring 30-Jun-2025,Gold
SVM,Sovereign Metals Limited Ordinary,Integrated  Mining
SVL,Silver Mines Limited Ordinary,Precious Metals & Minerals
SVR,Solvar Limited Ordinary,Consumer Lending
SVW,Seven Group Holdings Limited Ordinary,Heavy Machinery & Vehicles
SVYOA,Stavely Minerals Limited $0.15 Option Expiring 30-Jun-2024,Integrated  Mining
SVY,Stavely Minerals Limited Ordinary,Integrated  Mining
SW1,Swift Networks Group Limited Ordinary,Broadcasting
SWF,Selfwealth Limited Ordinary,Investment Banking & Brokerage Services
SWM,Seven West Media Limited Ordinary,Broadcasting
SWTZ,Switzer Dividend Growth Fund (Managed Fund) ETF,N/A
SWP,Swoop Holdings Limited Ordinary,Integrated Telecommunications Services
SXE,Southern Cross Electrical Engineering Ltd Ordinary,Construction & Engineering
SXG,Southern Cross Gold Ltd Ordinary,Gold
SXL,Southern Cross Media Group Limited Ordinary,Broadcasting
SYA,Sayona Mining Limited Ordinary,Specialty Mining & Metals
SYI,SPDR MSCI Australia Select High Dividend Yield Fund ETF,N/A
SYR,Syrah Resources Limited Ordinary,Specialty Mining & Metals
T3MP,JP Morgan Climate CHG SOL Active ETF (Managed Fund) ETF,N/A
T3D,333D Limited Ordinary,Computer Hardware
T88,Taiton Resources Limited Ordinary,Integrated  Mining
T92,Terra Uranium Limited Ordinary,Uranium
T92O,Terra Uranium Limited $0.30 Option Expiring 06-Sep-2025,Uranium
TAH,Tabcorp Holdings Limited Ordinary,Casinos & Gaming
TAL,Talius Group Limited Ordinary,Software
TANN,BetaShares Solar ETF,N/A
TAM,Tanami Gold NL Ordinary,Gold
TAR,Taruga Minerals Limited Ordinary,Integrated  Mining
TAS,Tasman Resources Ltd Ordinary,Integrated  Mining
TAT,Tartana Minerals Limited Ordinary Fully Paid,Integrated  Mining
TBIL,Vaneck 1-3 Month US Treasury Bond ETF,N/A
TBA,Tombola Gold Ltd Ordinary,Specialty Mining & Metals
TBN,Tamboran Resources Corporation CDI 200:1 US Person Prohibited Excluding QIB,Oil & Gas Exploration and Production
TCF,360 Capital Mortgage Reit Units,Investment Management & Fund Operators
TBR,Tribune Resources Limited Ordinary,Gold
TCG,Turaco Gold Limited Ordinary,Gold
TCL,Transurban Group Ordinary/Units Stapled Securities,Highways & Rail Tracks
TCO,Transmetro Corporation Limited Ordinary,"Hotels, Motels & Cruise Lines"
TD1,Tali Digital Limited Ordinary,Advanced Medical Equipment & Technology
TDO,3D Energi Limited Ordinary,Oil & Gas Exploration and Production
TECH,Global X Morningstar Global Technology ETF,N/A
TEE,Top End Energy Limited Ordinary,Oil & Gas Exploration and Production
TEGO,Triangle Energy (Global) Limited $0.03 Option Expiring 30-Jun-2025,Oil & Gas Exploration and Production
TEG,Triangle Energy (Global) Limited Ordinary,Oil & Gas Exploration and Production
TEK,Thorney Technologies Ltd Ordinary,Investment Management & Fund Operators
TEM,Tempest Minerals Limited Ordinary,Specialty Chemicals
TEMOA,Tempest Minerals Limited $0.14 Option Expiring 24-Jun-2024,Specialty Chemicals
TER,Terracom Limited Ordinary,Coal
TG1,Techgen Metals Ltd Ordinary,Specialty Mining & Metals
TFL,Tasfoods Limited Ordinary,Food Processing
TG1O,Techgen Metals Ltd $0.12 Option Expiring 05-Feb-2026,Specialty Mining & Metals
TG6,TG Metals Limited Ordinary,Specialty Mining & Metals
TGF,Tribeca Global Natural Resources Limited Ordinary,Investment Management & Fund Operators
TGH,Terragen Holdings Limited Ordinary,Fishing & Farming
TGM,Theta Gold Mines Limited Ordinary,Gold
TGN,Tungsten Mining NL Ordinary,Specialty Mining & Metals
TGP,360 Capital Group Ordinary/Units Stapled Securities,Investment Management & Fund Operators
THL,Tourism Holdings Rentals Limited Ordinary Foreign Exempt NZX,"Passenger Transportation, Ground & Sea"
THB,Thunderbird Resources Limited Ordinary,Uranium
THROD,Thor Energy PLC $0.09 Option Expiring 05-Jan-2025,Specialty Mining & Metals
THR,Thor Energy PLC CDI 1:1,Specialty Mining & Metals
TI1,Tombador Iron Limited Ordinary,Steel
TIE,Tietto Minerals Limited Ordinary,Gold
TIA,Tian An Australia Limited Ordinary,"Real Estate Rental, Devel & Operations"
TIG,Tigers Realm Coal Limited Ordinary,Coal
TIP,Teaminvest Private Group Limited Ordinary,Investment Management & Fund Operators
TKL,Traka Resources Limited Ordinary,Integrated  Mining
TKM,Trek Metals Limited CDI 1:1,Integrated  Mining
TKMO,Trek Metals Limited $0.09 Option Expiring 14-Aug-2025,Integrated  Mining
TLC,The Lottery Corporation Limited Ordinary,Casinos & Gaming
TLG,Talga Group Ltd Ordinary,Specialty Mining & Metals
TLM,Talisman Mining Limited Ordinary,Integrated  Mining
TLS,Telstra Group Limited Ordinary,Integrated Telecommunications Services
TLX,Telix Pharmaceuticals Limited Ordinary,Biotechnology & Medical Research
TM1O,Terra Metals Limited $0.07 Option Expiring 16-Jun-2027,Coal
TM1,Terra Metals Limited Ordinary,Integrated  Mining
TMG,Trigg Minerals Limited Ordinary,Integrated  Mining
TMB,Tambourah Metals Ltd Ordinary,Integrated  Mining
TMGO,Trigg Minerals Limited $0.10 Option Expiring 01-Nov-2024,Agricultural Chemicals
TMGOD,Trigg Minerals Limited $0.03 Option Expiring 30-Jun-2026,Agricultural Chemicals
TMK,TMK Energy Limited Ordinary,Oil & Gas Exploration and Production
TMKOB,TMK Energy Limited $0.03 Option Expiring 30-Apr-2026,Oil & Gas Exploration and Production
TMR,Tempus Resources Ltd Ordinary,Gold
TMRO,Tempus Resources Ltd $0.07 Option Expiring 05-Sep-2025,Gold
TML,Timah Resources Limited Ordinary,Electric Utilities
TMSOA,Tennant Minerals Limited $0.06 Option Expiring 15-Jul-2025,Integrated  Mining
TMS,Tennant Minerals Limited Ordinary,Integrated  Mining
TMX,Terrain Minerals Limited Ordinary,Precious Metals & Minerals
TMZ,Thomson Resources Limited Ordinary,Integrated  Mining
TNC,True North Copper Limited Ordinary,Specialty Mining & Metals
TMZOA,Thomson Resources Limited $0.12 Option Expiring 28-Oct-2024,Integrated  Mining
TNY,Tinybeans Group Ltd Ordinary,Online Services
TNE,Technology One Limited Ordinary,Software
TOEO,Toro Energy Limited $0.75 Option Expiring 23-Oct-2025,Uranium
TOE,Toro Energy Limited Ordinary,Uranium
TOK,Tolu Minerals Limited Ordinary,Gold
TON,Triton Minerals Ltd Ordinary,Gold
TONOG,Triton Minerals Ltd $0.04 Option Expiring 31-Dec-2025,Gold
TOP,Thorney Opportunities Ltd Ordinary,Investment Management & Fund Operators
TOR,Torque Metals Limited. Ordinary,Gold
TOT,360 Capital Reit Stapled Securities,Closed End Funds
TOU,Tlou Energy Limited Ordinary,Oil & Gas Exploration and Production
TOY,Toys'R'Us ANZ Limited Ordinary,Toys & Children's Products
TPC,TPC Consolidated Limited Ordinary,Multiline Utilities
TPG,TPG Telecom Limited Ordinary,Wireless Telecommunications Services
TPW,Temple & Webster Group Ltd Ordinary,Home Furnishings Retailers
TRE,Toubani Resources Limited Ordinary,Gold
TRA,Turners Automotive Group Limited Ordinary Foreign Exempt NZX,"Auto Vehicles, Parts & Svc Retailers"
TRI,Trivarx Ltd Ordinary,Pharmaceuticals
TRJ,Trajan Group Holdings Limited Ordinary,Office Equipment
TRM,Truscott Mining Corporation Limited Ordinary,Integrated  Mining
TRP,Tissue Repair Ltd Ordinary,Biotechnology & Medical Research
TRS,The Reject Shop Limited Ordinary,Discount Stores
TRU,Truscreen Group Limited Ordinary Foreign Exempt NZX,N/A
TSI,Top Shelf International Holdings Ltd Ordinary,Distillers & Wineries
TSK,Task Group Holdings Limited Ordinary,Software
TSLOA,Titanium Sands Limited $0.02 Option Expiring 16-Feb-2026,Construction Materials
TSL,Titanium Sands Limited Ordinary,Construction Materials
TSO,Tesoro Gold Ltd Ordinary,Gold
TSOOA,Tesoro Gold Ltd $0.07 Option Expiring 13-Dec-2025,Gold
TSOO,Tesoro Gold Ltd $0.11 Option Expiring 07-Jul-2025,Gold
TTA,TTA Holdings Limited Ordinary,Household Electronics
TTI,Traffic Technologies Ltd. Ordinary,Communications & Networking
TTT,Titomic Limited Ordinary,Industrial Machinery & Equipment
TTM,Titan Minerals Limited Ordinary,Gold
TUA,Tuas Limited Ordinary,Wireless Telecommunications Services
TVL,Touch Ventures Limited Ordinary,Investment Management & Fund Operators
TVNO,Tivan Limited $0.30 Option Expiring 30-Jun-2026,Integrated  Mining
TVN,Tivan Limited Ordinary,Integrated  Mining
TWD,Tamawood Limited Ordinary,Homebuilding
TWE,Treasury Wine Estates Limited Ordinary,Distillers & Wineries
TX3,Trinex Minerals Limited Ordinary,Specialty Mining & Metals
TWR,Tower Limited Ordinary Foreign Exempt NZX,Property & Casualty Insurance
TYR,Tyro Payments Limited Ordinary,Business Support Services
TYX,Tyranna Resources Limited Ordinary,Integrated  Mining
TZL,TZ Limited Ordinary,IT Services & Consulting
TZN,Terramin Australia Limited Ordinary,Specialty Mining & Metals
UBI,Universal Biosensors Inc. CDI 1:1 US Person Prohibited Excluding QIB,Advanced Medical Equipment & Technology
UBN,Urbanise.Com Limited Ordinary,IT Services & Consulting
UCM,Uscom Limited Ordinary,Advanced Medical Equipment & Technology
